what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840321715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840323251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840344940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356840355970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356840356616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840357517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840362078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356840372290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356840372508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356840373004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840373345
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356840373642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840373865
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840374283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356840375317
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840376251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356840376826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840377046
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356840377287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840379043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840446065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840446849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840447229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840451462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840468852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840470443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840471972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840485240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840488772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840518659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840519570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840540010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840543165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840543287
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840543364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840543397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840544162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840544888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840547268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840547965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840548735
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840548759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840549055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840558563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840559788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840559894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840561655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840564187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840564337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356840565616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840567930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840569066
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356840569067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840574170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840576460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356840577412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356840586148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356840590168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840604011
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356840604251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840604425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356840632584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356840644959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356840645237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356840645584
