what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583284638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583287167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583332299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583351339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583353428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583358086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583358732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583359638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583360133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583360803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583361058
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356583361354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583363914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583383847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583398089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583399564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583401103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583403734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583404195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583408695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583409963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583423010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583424669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583428916
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356583435898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583440411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583446786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583447156
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356583447412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583447595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583450411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583455582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583463515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583468901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583470545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583474043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583476079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583479404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583480273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583481891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1356583483615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583484849
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356583485123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583485317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583488013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583502385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583516821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583522718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583533556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583537318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583540564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583556339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356583568422
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1356583568422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583575477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583576208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583611039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583611234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1356583617860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583620994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583622810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583624638
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1356583625009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583630826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583659779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583670157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583672004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583678913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356583681437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583682880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583685361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583688141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583689698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583690489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583693889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583709982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583768450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583771509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583783049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583787714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583798909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583806757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356583815222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583818843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356583828677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1356583835057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356583837956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1356583839946
